MRGID,preferredGazetteerName,placeType,gazetteerSource,status,accepted,latitude,longitude,minLatitude,minLongitude,maxLatitude,maxLongitude,boundingBoxWKT,geometryAvailable,geometryCount,geometryURLs,recordURL
9080,Bab al Mandab,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,9080,12.58333,43.41667,,,,,,true,1,https://www.marineregions.org/mrgid/9080/geometries?source=19&attributeValue=70385705,https://www.marineregions.org/mrgid/9080
21602,Balabac Strait,Strait,Aphia,standard,21602,8,117,,,,,,false,0,,https://www.marineregions.org/mrgid/21602
23500,Barrow Strait,Strait,Canadian Geographical Names Database (CGND),standard,23500,74.4,-94.166667,,,,,,true,1,https://www.marineregions.org/mrgid/23500/geometries?source=195&attributeValue=OABRK,https://www.marineregions.org/mrgid/23500
14929,Basilan Strait,Strait,GeoNames,standard,14929,6.8125,122.023333333,,,,,,false,0,,https://www.marineregions.org/mrgid/14929
18796,"Belle Isle, Strait of",Strait,IMIS,standard,18796,51.5,-56.5,,,,,,false,0,,https://www.marineregions.org/mrgid/18796
4317,Bering Strait,Strait,Wikipedia,standard,4317,65.0911111111111,-169.828333333333,,,,,,true,1,https://www.marineregions.org/mrgid/4317/geometries?source=19&attributeValue=14418007,https://www.marineregions.org/mrgid/4317
9619,Bismarck Strait,Strait,SCAR Composite Gazetteer,standard,9619,-64.85,-63.9666667,,,,,,false,0,,https://www.marineregions.org/mrgid/9619
3716,Boomkensdiep,Strait,Oosthoek Times Wereldatlas,standard,3716,53.3666666666,5.13333333333,,,,,,false,0,,https://www.marineregions.org/mrgid/3716
3717,Borndiep,Strait,Oosthoek Times Wereldatlas,standard,3717,53.450833333333335,5.596388888888889,,,,,,false,0,,https://www.marineregions.org/mrgid/3717
2378,Bornholm Strait,Strait,ASFA thesaurus,standard,2378,55.31,14.49,,,,,,false,0,,https://www.marineregions.org/mrgid/2378
3725,Bosporus,Strait,Wikipedia,standard,3725,41.0572222222,29.0433333333,,,,,,false,0,,https://www.marineregions.org/mrgid/3725
10914,Boyd Strait,Strait,SCAR Composite Gazetteer,standard,10914,-62.8333333,-62,,,,,,false,0,,https://www.marineregions.org/mrgid/10914
3618,Bracki Kanal,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3618,43.43722222222222,13.520555555555557,,,,,,false,0,,https://www.marineregions.org/mrgid/3618
9890,Bransfield Strait,Strait,SCAR Composite Gazetteer,standard,9890,-63,-59,,,,,,false,0,,https://www.marineregions.org/mrgid/9890
8923,Cabot Strait,Strait,Les Watling,standard,8923,47.283,-59.954,,,,,,true,1,https://www.marineregions.org/mrgid/8923/geometries?source=19&attributeValue=50462727,https://www.marineregions.org/mrgid/8923
32435,Carnley Harbour,Strait,GeoNames,standard,32435,-50.86667,166.16667,,,,,,false,0,,https://www.marineregions.org/mrgid/32435
19650,Chatham Strait,Strait,IMIS,standard,19650,56.965,-134.62556,,,,,,false,0,,https://www.marineregions.org/mrgid/19650
3860,Chios Strait,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3860,38.403055555555554,26.20888888888889,,,,,,false,0,,https://www.marineregions.org/mrgid/3860
4369,Cook Strait,Strait,Wikipedia,standard,4369,-41.0383333333333,174.54111111111112,,,,,,true,1,https://www.marineregions.org/mrgid/4369/geometries?source=19&attributeValue=148176987,https://www.marineregions.org/mrgid/4369
17480,Dampier Strait,Strait,Aphia,standard,17480,-5.6,148.2,,,,,,false,0,,https://www.marineregions.org/mrgid/17480
62630,Danish Straits,Strait,HELCOM (2020). PLC Subbasins.,standard,62630,55.07862,11.08592,53.89487,9.41915,56.29715,13.07036,"POLYGON ((9.41915 53.89487, 13.07036 53.89487, 13.07036 56.29715, 9.41915 56.29715, 9.41915 53.89487))",true,1,https://www.marineregions.org/mrgid/62630/geometries?source=189&attributeValue=9,https://www.marineregions.org/mrgid/62630
3721,Dardanelles,Strait,Wikipedia,standard,3721,40.25,26.4167,,,,,,true,1,https://www.marineregions.org/mrgid/3721/geometries?source=19&attributeValue=65142808,https://www.marineregions.org/mrgid/3721
2377,Denmark Strait,Strait,ASFA thesaurus,standard,2377,67.25916666666667,26.08222222222222,,,,,,true,1,https://www.marineregions.org/mrgid/2377/geometries?source=19&attributeValue=51445797,https://www.marineregions.org/mrgid/2377
8954,Drobak Strait,Strait,Les Watling,standard,8954,59.664,10.652,,,,,,true,1,https://www.marineregions.org/mrgid/8954/geometries?source=19&attributeValue=72744979,https://www.marineregions.org/mrgid/8954
21313,Dundas Strait,Strait,Aphia,standard,21313,-11.33333,131.5833,,,,,,false,0,,https://www.marineregions.org/mrgid/21313
3715,Eijermandse Gat,Strait,Oosthoek Times Wereldatlas,standard,3715,53.2,4.866944444444445,,,,,,false,0,,https://www.marineregions.org/mrgid/3715
12503,Ellis Narrows,Strait,SCAR Composite Gazetteer,standard,12503,-68.6163889,77.9925,,,,,,false,0,,https://www.marineregions.org/mrgid/12503
11629,English Strait,Strait,SCAR Composite Gazetteer,standard,11629,-62.45,-59.6333333,,,,,,false,0,,https://www.marineregions.org/mrgid/11629
5462,Erik Eriksenstretet,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,5462,79,29,,,,,,false,0,,https://www.marineregions.org/mrgid/5462
2376,Femer Baelt,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,2376,54.60472222222222,11.220833333333333,,,,,,false,0,,https://www.marineregions.org/mrgid/2376
13003,Fildes Strait,Strait,SCAR Composite Gazetteer,standard,13003,-62.2333333,-59,,,,,,false,0,,https://www.marineregions.org/mrgid/13003
8963,Flinders Passage,Strait,Les Watling,standard,8963,-19,147.81,,,,,,false,0,,https://www.marineregions.org/mrgid/8963
17537,Florida Strait,Strait,GeoNames,standard,17537,25,-79.75,,,,,,false,0,,https://www.marineregions.org/mrgid/17537
5450,Forlandsundet,Strait,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,5450,78.5,12,,,,,,true,1,https://www.marineregions.org/mrgid/5450/geometries?source=19&attributeValue=76087341,https://www.marineregions.org/mrgid/5450
4301,Formosa Strait,Strait,Wikipedia,standard,4301,24.191666666666666,119.4325,,,,,,true,1,https://www.marineregions.org/mrgid/4301/geometries?source=19&attributeValue=109248546,https://www.marineregions.org/mrgid/4301
